index,sim,tem,mass,n,occ,x,y,MRT
3701,259,12,5,20,8,15.885,3.8,21.9827874
3702,259,12,5,20,8,15.885,5.8,21.97891014
3703,260,13,2,20,8,4.415,3.8,21.9854426
3704,260,13,2,20,8,4.415,5.8,21.96015706
3705,260,13,2,20,8,7.185,3.8,21.98274251
3706,260,13,2,20,8,7.185,5.8,22.00054355
3707,260,13,2,20,8,10.185,3.8,22.01618223
3708,260,13,2,20,8,13.175,5.8,22.05755793
3709,260,13,2,20,8,15.885,3.8,21.94456531
3710,260,13,2,20,8,15.885,5.8,21.93780178
3711,261,18,14,28,8,4.415,3.8,29.03189337
3712,261,18,14,28,8,4.415,5.8,29.04213049
3713,261,18,14,28,8,7.185,3.8,29.02459093
3714,261,18,14,28,8,7.185,5.8,29.04647864
3715,261,18,14,28,8,10.185,3.8,29.07825815
3716,261,18,14,28,8,13.175,5.8,29.1044193
3717,261,18,14,28,8,15.885,3.8,29.02420605
3718,261,18,14,28,8,15.885,5.8,29.03884897
3719,262,14,21,25,8,4.415,3.8,26.51308433
3720,262,14,21,25,8,4.415,5.8,26.48992746
3721,262,14,21,25,8,7.185,3.8,26.60678713
3722,262,14,21,25,8,7.185,5.8,26.59183402
3723,262,14,21,25,8,10.185,3.8,26.59901315
3724,262,14,21,25,8,13.175,5.8,26.62661145
3725,262,14,21,25,8,15.885,3.8,26.48857758
3726,262,14,21,25,8,15.885,5.8,26.49247936
3727,263,20,11,25,8,4.415,3.8,26.36506003
3728,263,20,11,25,8,4.415,5.8,26.36420336
3729,263,20,11,25,8,7.185,3.8,26.35068725
3730,263,20,11,25,8,7.185,5.8,26.35569176
3731,263,20,11,25,8,10.185,3.8,26.39286146
3732,263,20,11,25,8,13.175,5.8,26.42287913
3733,263,20,11,25,8,15.885,3.8,26.33309665
3734,263,20,11,25,8,15.885,5.8,26.33343937
3735,264,13,9,25,8,4.415,3.8,26.40685664
3736,264,13,9,25,8,4.415,5.8,26.38824046
3737,264,13,9,25,8,7.185,3.8,26.42533494
3738,264,13,9,25,8,7.185,5.8,26.40399332
3739,264,13,9,25,8,10.185,3.8,26.45347369
3740,264,13,9,25,8,13.175,5.8,26.48082872
3741,264,13,9,25,8,15.885,3.8,26.39490407
3742,264,13,9,25,8,15.885,5.8,26.39013134
3743,265,19,3,21,8,4.415,3.8,22.75894327
3744,265,19,3,21,8,4.415,5.8,22.77279776
3745,265,19,3,21,8,7.185,3.8,22.77447691
3746,265,19,3,21,8,7.185,5.8,22.75755066
3747,265,19,3,21,8,10.185,3.8,22.80329179
3748,265,19,3,21,8,13.175,5.8,22.77714251
3749,265,19,3,21,8,15.885,3.8,22.69701521
3750,265,19,3,21,8,15.885,5.8,22.74486536
3751,266,16,23,24,8,4.415,3.8,25.65432697
3752,266,16,23,24,8,4.415,5.8,25.63212686
3753,266,16,23,24,8,7.185,3.8,25.744269
3754,266,16,23,24,8,7.185,5.8,25.73904393
3755,266,16,23,24,8,10.185,3.8,25.736051
3756,266,16,23,24,8,13.175,5.8,25.77428559
3757,266,16,23,24,8,15.885,3.8,25.63388436
3758,266,16,23,24,8,15.885,5.8,25.63421053
3759,267,13,16,23,8,4.415,3.8,24.71983728
3760,267,13,16,23,8,4.415,5.8,24.69606815
3761,267,13,16,23,8,7.185,3.8,24.78525291
3762,267,13,16,23,8,7.185,5.8,24.80020402
3763,267,13,16,23,8,10.185,3.8,24.79254264
3764,267,13,16,23,8,13.175,5.8,24.8336348
3765,267,13,16,23,8,15.885,3.8,24.6931761
3766,267,13,16,23,8,15.885,5.8,24.69549292
3767,268,21,21,26,8,4.415,3.8,27.3729104
3768,268,21,21,26,8,4.415,5.8,27.35531805
3769,268,21,21,26,8,7.185,3.8,27.42136627
3770,268,21,21,26,8,7.185,5.8,27.42282741
3771,268,21,21,26,8,10.185,3.8,27.44612651
3772,268,21,21,26,8,13.175,5.8,27.46063025
3773,268,21,21,26,8,15.885,3.8,27.35395985
3774,268,21,21,26,8,15.885,5.8,27.35469547
3775,269,17,26,28,8,4.415,3.8,29.18626316
3776,269,17,26,28,8,4.415,5.8,29.1663809
3777,269,17,26,28,8,7.185,3.8,29.26004439
3778,269,17,26,28,8,7.185,5.8,29.25378543
3779,269,17,26,28,8,10.185,3.8,29.262989
3780,269,17,26,28,8,13.175,5.8,29.28885561
3781,269,17,26,28,8,15.885,3.8,29.16427046
3782,269,17,26,28,8,15.885,5.8,29.17709859
3783,405,16,12,22,8,4.415,3.8,23.80475812
3784,405,16,12,22,8,4.415,5.8,23.76611205
3785,405,16,12,22,8,7.185,3.8,23.83957226
3786,405,16,12,22,8,7.185,5.8,23.82100528
3787,405,16,12,22,8,10.185,3.8,23.8404296
3788,405,16,12,22,8,13.175,5.8,23.88596339
3789,405,16,12,22,8,15.885,3.8,23.75979529
3790,405,16,12,22,8,15.885,5.8,23.75141134
3791,406,13,3,21,8,4.415,3.8,22.85993
3792,406,13,3,21,8,4.415,5.8,22.84655632
3793,406,13,3,21,8,7.185,3.8,22.87892154
3794,406,13,3,21,8,7.185,5.8,22.87886618
3795,406,13,3,21,8,10.185,3.8,22.89545885
3796,406,13,3,21,8,13.175,5.8,22.93552718
3797,406,13,3,21,8,15.885,3.8,22.83132781
3798,406,13,3,21,8,15.885,5.8,22.82233002
3799,407,19,3,28,8,4.415,3.8,28.86986474
3800,407,19,3,28,8,4.415,5.8,28.8919527
3801,407,19,3,28,8,7.185,3.8,28.80317542
3802,407,19,3,28,8,7.185,5.8,28.80609996
3803,407,19,3,28,8,10.185,3.8,28.83748756
3804,407,19,3,28,8,13.175,5.8,28.76502729
3805,407,19,3,28,8,15.885,3.8,28.82285259
3806,407,19,3,28,8,15.885,5.8,28.9140421
3807,408,17,30,21,8,4.415,3.8,23.09246345
3808,408,17,30,21,8,4.415,5.8,23.06396067
3809,408,17,30,21,8,7.185,3.8,23.21509882
3810,408,17,30,21,8,7.185,5.8,23.19806555
3811,408,17,30,21,8,10.185,3.8,23.20744324
3812,408,17,30,21,8,13.175,5.8,23.24211897
3813,408,17,30,21,8,15.885,3.8,23.05931193
3814,408,17,30,21,8,15.885,5.8,23.06825003
3815,409,20,10,24,8,4.415,3.8,25.47192529
3816,409,20,10,24,8,4.415,5.8,25.47677817
3817,409,20,10,24,8,7.185,3.8,25.44991216
3818,409,20,10,24,8,7.185,5.8,25.47745193
3819,409,20,10,24,8,10.185,3.8,25.50557034
3820,409,20,10,24,8,13.175,5.8,25.54151828
3821,409,20,10,24,8,15.885,3.8,25.44730993
3822,409,20,10,24,8,15.885,5.8,25.4416159
3823,410,14,10,22,8,4.415,3.8,23.78198049
3824,410,14,10,22,8,4.415,5.8,23.76780794
3825,410,14,10,22,8,7.185,3.8,23.82814029
3826,410,14,10,22,8,7.185,5.8,23.84083286
3827,410,14,10,22,8,10.185,3.8,23.85695179
3828,410,14,10,22,8,13.175,5.8,23.8946582
3829,410,14,10,22,8,15.885,3.8,23.76034334
3830,410,14,10,22,8,15.885,5.8,23.7426545
3831,411,21,13,23,8,4.415,3.8,24.62682519
3832,411,21,13,23,8,4.415,5.8,24.62538762
3833,411,21,13,23,8,7.185,3.8,24.6510663
3834,411,21,13,23,8,7.185,5.8,24.65677974
3835,411,21,13,23,8,10.185,3.8,24.7104964
3836,411,21,13,23,8,13.175,5.8,24.73999004
3837,411,21,13,23,8,15.885,3.8,24.62134557
3838,411,21,13,23,8,15.885,5.8,24.60952096
3839,412,18,29,28,8,4.415,3.8,29.21618807
3840,412,18,29,28,8,4.415,5.8,29.18771391
3841,412,18,29,28,8,7.185,3.8,29.29657509
3842,412,18,29,28,8,7.185,5.8,29.28872787
3843,412,18,29,28,8,10.185,3.8,29.28979303
3844,412,18,29,28,8,13.175,5.8,29.32196992
3845,412,18,29,28,8,15.885,3.8,29.19586958
3846,412,18,29,28,8,15.885,5.8,29.20500575
3847,413,21,3,21,8,4.415,3.8,22.77624245
3848,413,21,3,21,8,4.415,5.8,22.77115157
3849,413,21,3,21,8,7.185,3.8,22.77224595
3850,413,21,3,21,8,7.185,5.8,22.75188379
3851,413,21,3,21,8,10.185,3.8,22.7836457
3852,413,21,3,21,8,13.175,5.8,22.83983971
3853,413,21,3,21,8,15.885,3.8,22.72982044
3854,413,21,3,21,8,15.885,5.8,22.73472119
3855,414,24,9,21,8,4.415,3.8,22.78199807
3856,414,24,9,21,8,4.415,5.8,22.82288985
3857,414,24,9,21,8,7.185,3.8,22.81429964
3858,414,24,9,21,8,7.185,5.8,22.83112929
3859,414,24,9,21,8,10.185,3.8,22.8862513
3860,414,24,9,21,8,13.175,5.8,22.91582775
3861,414,24,9,21,8,15.885,3.8,22.78900965
3862,414,24,9,21,8,15.885,5.8,22.79232405
3863,415,25,9,26,8,4.415,3.8,27.12151458
3864,415,25,9,26,8,4.415,5.8,27.18334429
3865,415,25,9,26,8,7.185,3.8,27.1160303
3866,415,25,9,26,8,7.185,5.8,27.1281977
3867,415,25,9,26,8,10.185,3.8,27.16959249
3868,415,25,9,26,8,13.175,5.8,27.21311029
3869,415,25,9,26,8,15.885,3.8,27.13690408
3870,415,25,9,26,8,15.885,5.8,27.15940698
3871,416,15,25,20,8,4.415,3.8,22.17349265
3872,416,15,25,20,8,4.415,5.8,22.1482338
3873,416,15,25,20,8,7.185,3.8,22.28761546
3874,416,15,25,20,8,7.185,5.8,22.2801443
3875,416,15,25,20,8,10.185,3.8,22.27145899
3876,416,15,25,20,8,13.175,5.8,22.31883542
3877,416,15,25,20,8,15.885,3.8,22.14017049
3878,416,15,25,20,8,15.885,5.8,22.1425689
3879,417,19,9,28,8,4.415,3.8,28.94703584
3880,417,19,9,28,8,4.415,5.8,28.96369659
3881,417,19,9,28,8,7.185,3.8,28.90469645
3882,417,19,9,28,8,7.185,5.8,28.91783134
3883,417,19,9,28,8,10.185,3.8,28.98646819
3884,417,19,9,28,8,13.175,5.8,29.00339738
3885,417,19,9,28,8,15.885,3.8,28.9512052
3886,417,19,9,28,8,15.885,5.8,28.96744384
3887,418,19,26,21,8,4.415,3.8,23.06098668
3888,418,19,26,21,8,4.415,5.8,23.03891521
3889,418,19,26,21,8,7.185,3.8,23.17477067
3890,418,19,26,21,8,7.185,5.8,23.16769742
3891,418,19,26,21,8,10.185,3.8,23.16231792
3892,418,19,26,21,8,13.175,5.8,23.20144799
3893,418,19,26,21,8,15.885,3.8,23.03123658
3894,418,19,26,21,8,15.885,5.8,23.03539471
3895,419,16,30,25,8,4.415,3.8,26.59486453
3896,419,16,30,25,8,4.415,5.8,26.56505268
3897,419,16,30,25,8,7.185,3.8,26.68627402
3898,419,16,30,25,8,7.185,5.8,26.67789047
3899,419,16,30,25,8,10.185,3.8,26.67725496
3900,419,16,30,25,8,13.175,5.8,26.71612809
3901,419,16,30,25,8,15.885,3.8,26.5632227
3902,419,16,30,25,8,15.885,5.8,26.57262057
3903,420,18,27,28,8,4.415,3.8,29.19070988
3904,420,18,27,28,8,4.415,5.8,29.17533718
3905,420,18,27,28,8,7.185,3.8,29.26524622
3906,420,18,27,28,8,7.185,5.8,29.2646587
3907,420,18,27,28,8,10.185,3.8,29.27211916
3908,420,18,27,28,8,13.175,5.8,29.2960993
3909,420,18,27,28,8,15.885,3.8,29.17708619
3910,420,18,27,28,8,15.885,5.8,29.18274021
3911,421,27,2,27,8,4.415,3.8,27.8575219
3912,421,27,2,27,8,4.415,5.8,27.93436898
3913,421,27,2,27,8,7.185,3.8,27.80082923
3914,421,27,2,27,8,7.185,5.8,27.81257598
3915,421,27,2,27,8,10.185,3.8,27.89601792
3916,421,27,2,27,8,13.175,5.8,27.905208
3917,421,27,2,27,8,15.885,3.8,27.86236487
3918,421,27,2,27,8,15.885,5.8,27.93045874
3919,422,13,11,23,8,4.415,3.8,24.67394154
3920,422,13,11,23,8,4.415,5.8,24.65514551
3921,422,13,11,23,8,7.185,3.8,24.71960245
3922,422,13,11,23,8,7.185,5.8,24.73392106
3923,422,13,11,23,8,10.185,3.8,24.74929725
3924,422,13,11,23,8,13.175,5.8,24.78290237
3925,422,13,11,23,8,15.885,3.8,24.65384217
3926,422,13,11,23,8,15.885,5.8,24.64293528
3927,423,15,12,28,8,4.415,3.8,29.04631213
3928,423,15,12,28,8,4.415,5.8,29.04571758
3929,423,15,12,28,8,7.185,3.8,29.01227532
3930,423,15,12,28,8,7.185,5.8,29.04244663
3931,423,15,12,28,8,10.185,3.8,29.07810807
3932,423,15,12,28,8,13.175,5.8,29.10449203
3933,423,15,12,28,8,15.885,3.8,29.02858571
3934,423,15,12,28,8,15.885,5.8,29.03263317
3935,424,22,20,27,8,4.415,3.8,28.22181428
3936,424,22,20,27,8,4.415,5.8,28.20897329
3937,424,22,20,27,8,7.185,3.8,28.25077193
3938,424,22,20,27,8,7.185,5.8,28.24040474
3939,424,22,20,27,8,10.185,3.8,28.2968366
3940,424,22,20,27,8,13.175,5.8,28.29687361
3941,424,22,20,27,8,15.885,3.8,28.20823562
3942,424,22,20,27,8,15.885,5.8,28.20743775
3943,425,18,3,26,8,4.415,3.8,27.15926238
3944,425,18,3,26,8,4.415,5.8,27.2045147
3945,425,18,3,26,8,7.185,3.8,27.11108508
3946,425,18,3,26,8,7.185,5.8,27.10556972
3947,425,18,3,26,8,10.185,3.8,27.15200248
3948,425,18,3,26,8,13.175,5.8,27.09667637
3949,425,18,3,26,8,15.885,3.8,27.08825879
3950,425,18,3,26,8,15.885,5.8,27.15830246
3951,426,26,7,27,8,4.415,3.8,27.94696281
3952,426,26,7,27,8,4.415,5.8,28.021507
3953,426,26,7,27,8,7.185,3.8,27.91629424
3954,426,26,7,27,8,7.185,5.8,27.92085471
3955,426,26,7,27,8,10.185,3.8,27.99491031
3956,426,26,7,27,8,13.175,5.8,28.0314374
3957,426,26,7,27,8,15.885,3.8,27.98657077
3958,426,26,7,27,8,15.885,5.8,27.99250968
3959,427,12,5,21,8,4.415,3.8,22.88022782
3960,427,12,5,21,8,4.415,5.8,22.85103789
3961,427,12,5,21,8,7.185,3.8,22.90025435
3962,427,12,5,21,8,7.185,5.8,22.90364995
3963,427,12,5,21,8,10.185,3.8,22.92011105
3964,427,12,5,21,8,13.175,5.8,22.93639988
3965,427,12,5,21,8,15.885,3.8,22.82626012
3966,427,12,5,21,8,15.885,5.8,22.84195971
3967,428,13,16,25,8,4.415,3.8,26.48373834
3968,428,13,16,25,8,4.415,5.8,26.44981698
3969,428,13,16,25,8,7.185,3.8,26.52067678
3970,428,13,16,25,8,7.185,5.8,26.51952543
3971,428,13,16,25,8,10.185,3.8,26.52760242
3972,428,13,16,25,8,13.175,5.8,26.56548854
3973,428,13,16,25,8,15.885,3.8,26.44946165
3974,428,13,16,25,8,15.885,5.8,26.44365707
3975,429,16,4,28,8,4.415,3.8,28.92476773
3976,429,16,4,28,8,4.415,5.8,28.96765784
3977,429,16,4,28,8,7.185,3.8,28.84024083
3978,429,16,4,28,8,7.185,5.8,28.86328123
3979,429,16,4,28,8,10.185,3.8,28.93055682
3980,429,16,4,28,8,13.175,5.8,28.90913368
3981,429,16,4,28,8,15.885,3.8,28.89322276
3982,429,16,4,28,8,15.885,5.8,28.97462433
3983,430,18,2,21,8,4.415,3.8,22.77352676
3984,430,18,2,21,8,4.415,5.8,22.77809806
3985,430,18,2,21,8,7.185,3.8,22.71826342
3986,430,18,2,21,8,7.185,5.8,22.76813874
3987,430,18,2,21,8,10.185,3.8,22.79987521
3988,430,18,2,21,8,13.175,5.8,22.73828942
3989,430,18,2,21,8,15.885,3.8,22.69384373
3990,430,18,2,21,8,15.885,5.8,22.75485442
3991,431,14,13,20,8,4.415,3.8,22.05771863
3992,431,14,13,20,8,4.415,5.8,22.04020114
3993,431,14,13,20,8,7.185,3.8,22.17011835
3994,431,14,13,20,8,7.185,5.8,22.1593527
3995,431,14,13,20,8,10.185,3.8,22.16052697
3996,431,14,13,20,8,13.175,5.8,22.2040787
3997,431,14,13,20,8,15.885,3.8,22.03750288
3998,431,14,13,20,8,15.885,5.8,22.0333468
3999,432,27,9,28,8,4.415,3.8,28.84492202
4000,432,27,9,28,8,4.415,5.8,28.91488295
4001,432,27,9,28,8,7.185,3.8,28.82122789
4002,432,27,9,28,8,7.185,5.8,28.81643204
4003,432,27,9,28,8,10.185,3.8,28.88653137
4004,432,27,9,28,8,13.175,5.8,28.92771345
4005,432,27,9,28,8,15.885,3.8,28.87422217
4006,432,27,9,28,8,15.885,5.8,28.89365516
4007,433,22,3,28,8,4.415,3.8,28.79242543
4008,433,22,3,28,8,4.415,5.8,28.88181215
4009,433,22,3,28,8,7.185,3.8,28.71029741
4010,433,22,3,28,8,7.185,5.8,28.76622701
4011,433,22,3,28,8,10.185,3.8,28.8107617
4012,433,22,3,28,8,13.175,5.8,28.74809482
4013,433,22,3,28,8,15.885,3.8,28.77053642
4014,433,22,3,28,8,15.885,5.8,28.82230617
4015,434,17,25,27,8,4.415,3.8,28.29645395
4016,434,17,25,27,8,4.415,5.8,28.27730709
4017,434,17,25,27,8,7.185,3.8,28.37760805
4018,434,17,25,27,8,7.185,5.8,28.37097902
4019,434,17,25,27,8,10.185,3.8,28.37710504
4020,434,17,25,27,8,13.175,5.8,28.40490557
4021,434,17,25,27,8,15.885,3.8,28.28624183
4022,434,17,25,27,8,15.885,5.8,28.28662857
4023,435,15,29,24,8,4.415,3.8,25.70172711
4024,435,15,29,24,8,4.415,5.8,25.6832178
4025,435,15,29,24,8,7.185,3.8,25.79494893
4026,435,15,29,24,8,7.185,5.8,25.79517057
4027,435,15,29,24,8,10.185,3.8,25.7942522
4028,435,15,29,24,8,13.175,5.8,25.83139017
4029,435,15,29,24,8,15.885,3.8,25.67761579
4030,435,15,29,24,8,15.885,5.8,25.68307178
4031,436,18,13,23,8,4.415,3.8,24.66190968
4032,436,18,13,23,8,4.415,5.8,24.64200608
4033,436,18,13,23,8,7.185,3.8,24.6903763
4034,436,18,13,23,8,7.185,5.8,24.69272843
4035,436,18,13,23,8,10.185,3.8,24.73211917
4036,436,18,13,23,8,13.175,5.8,24.76292924
4037,436,18,13,23,8,15.885,3.8,24.64364431
4038,436,18,13,23,8,15.885,5.8,24.62165977
4039,437,22,2,26,8,4.415,3.8,27.08136342
4040,437,22,2,26,8,4.415,5.8,27.15313176
4041,437,22,2,26,8,7.185,3.8,27.01496005
4042,437,22,2,26,8,7.185,5.8,27.03204736
4043,437,22,2,26,8,10.185,3.8,27.06662283
4044,437,22,2,26,8,13.175,5.8,27.0309495
4045,437,22,2,26,8,15.885,3.8,27.04418248
4046,437,22,2,26,8,15.885,5.8,27.09736658
4047,438,20,21,24,8,4.415,3.8,25.62929334
4048,438,20,21,24,8,4.415,5.8,25.60120626
4049,438,20,21,24,8,7.185,3.8,25.70629101
4050,438,20,21,24,8,7.185,5.8,25.70420228
4051,438,20,21,24,8,10.185,3.8,25.71224746
4052,438,20,21,24,8,13.175,5.8,25.74127725
4053,438,20,21,24,8,15.885,3.8,25.6009293
4054,438,20,21,24,8,15.885,5.8,25.6012492
4055,439,20,27,27,8,4.415,3.8,28.31766988
4056,439,20,27,27,8,4.415,5.8,28.29373713
4057,439,20,27,27,8,7.185,3.8,28.40123134
4058,439,20,27,27,8,7.185,5.8,28.3933109
4059,439,20,27,27,8,10.185,3.8,28.39564892
4060,439,20,27,27,8,13.175,5.8,28.42584865
4061,439,20,27,27,8,15.885,3.8,28.29986511
4062,439,20,27,27,8,15.885,5.8,28.30752153
4063,440,13,16,24,8,4.415,3.8,25.59970887
4064,440,13,16,24,8,4.415,5.8,25.57466397
4065,440,13,16,24,8,7.185,3.8,25.68274406
4066,440,13,16,24,8,7.185,5.8,25.67222517
4067,440,13,16,24,8,10.185,3.8,25.67450943
4068,440,13,16,24,8,13.175,5.8,25.70771509
4069,440,13,16,24,8,15.885,3.8,25.57140922
4070,440,13,16,24,8,15.885,5.8,25.57902998
4071,441,16,2,21,8,4.415,3.8,22.8088074
4072,441,16,2,21,8,4.415,5.8,22.81036742
4073,441,16,2,21,8,7.185,3.8,22.82430536
4074,441,16,2,21,8,7.185,5.8,22.82245412
4075,441,16,2,21,8,10.185,3.8,22.84713691
4076,441,16,2,21,8,13.175,5.8,22.89787105
4077,441,16,2,21,8,15.885,3.8,22.793759
4078,441,16,2,21,8,15.885,5.8,22.7825343
4079,442,17,13,23,8,4.415,3.8,24.66643781
4080,442,17,13,23,8,4.415,5.8,24.64749122
4081,442,17,13,23,8,7.185,3.8,24.70177195
4082,442,17,13,23,8,7.185,5.8,24.68854578
4083,442,17,13,23,8,10.185,3.8,24.71090843
4084,442,17,13,23,8,13.175,5.8,24.75353469
4085,442,17,13,23,8,15.885,3.8,24.63856825
4086,442,17,13,23,8,15.885,5.8,24.62810311
4087,443,19,12,23,8,4.415,3.8,24.63749433
4088,443,19,12,23,8,4.415,5.8,24.62512303
4089,443,19,12,23,8,7.185,3.8,24.66871887
4090,443,19,12,23,8,7.185,5.8,24.66091902
4091,443,19,12,23,8,10.185,3.8,24.69655024
4092,443,19,12,23,8,13.175,5.8,24.73412026
4093,443,19,12,23,8,15.885,3.8,24.61884858
4094,443,19,12,23,8,15.885,5.8,24.62068751
4095,444,15,24,28,8,4.415,3.8,29.17139167
4096,444,15,24,28,8,4.415,5.8,29.1483413
4097,444,15,24,28,8,7.185,3.8,29.23679881
4098,444,15,24,28,8,7.185,5.8,29.23737968
4099,444,15,24,28,8,10.185,3.8,29.24853245
4100,444,15,24,28,8,13.175,5.8,29.26397308
4101,444,15,24,28,8,15.885,3.8,29.1482866
4102,444,15,24,28,8,15.885,5.8,29.15854803
4103,445,18,17,23,8,4.415,3.8,24.71436058
4104,445,18,17,23,8,4.415,5.8,24.69302815
4105,445,18,17,23,8,7.185,3.8,24.7794981
4106,445,18,17,23,8,7.185,5.8,24.78418532
4107,445,18,17,23,8,10.185,3.8,24.80164178
4108,445,18,17,23,8,13.175,5.8,24.82340222
4109,445,18,17,23,8,15.885,3.8,24.68617087
4110,445,18,17,23,8,15.885,5.8,24.68666615
4111,446,14,2,27,8,4.415,3.8,28.06499653
4112,446,14,2,27,8,4.415,5.8,28.08907064
4113,446,14,2,27,8,7.185,3.8,27.99233734
4114,446,14,2,27,8,7.185,5.8,28.04030258
4115,446,14,2,27,8,10.185,3.8,28.06492361
4116,446,14,2,27,8,13.175,5.8,28.0319336
4117,446,14,2,27,8,15.885,3.8,28.05278823
4118,446,14,2,27,8,15.885,5.8,28.08651101
4119,447,24,1,26,8,4.415,3.8,27.03388553
4120,447,24,1,26,8,4.415,5.8,27.0966377
4121,447,24,1,26,8,7.185,3.8,26.95478503
4122,447,24,1,26,8,7.185,5.8,26.98218023
4123,447,24,1,26,8,10.185,3.8,27.00633271
4124,447,24,1,26,8,13.175,5.8,26.91215341
4125,447,24,1,26,8,15.885,3.8,26.95878109
4126,447,24,1,26,8,15.885,5.8,27.02384621
4127,448,18,8,21,8,4.415,3.8,22.86471709
4128,448,18,8,21,8,4.415,5.8,22.84089451
4129,448,18,8,21,8,7.185,3.8,22.88886114
4130,448,18,8,21,8,7.185,5.8,22.88493222
4131,448,18,8,21,8,10.185,3.8,22.91975636
4132,448,18,8,21,8,13.175,5.8,22.96200214
4133,448,18,8,21,8,15.885,3.8,22.84001048
4134,448,18,8,21,8,15.885,5.8,22.82510897
4135,449,12,14,21,8,4.415,3.8,22.95598002
4136,449,12,14,21,8,4.415,5.8,22.93506259
4137,449,12,14,21,8,7.185,3.8,23.03799764
4138,449,12,14,21,8,7.185,5.8,23.04926948
4139,449,12,14,21,8,10.185,3.8,23.03713826
4140,449,12,14,21,8,13.175,5.8,23.08650658
4141,449,12,14,21,8,15.885,3.8,22.92205514
4142,449,12,14,21,8,15.885,5.8,22.92536441
4143,450,15,24,24,8,4.415,3.8,25.66039662
4144,450,15,24,24,8,4.415,5.8,25.64027347
4145,450,15,24,24,8,7.185,3.8,25.759526
4146,450,15,24,24,8,7.185,5.8,25.7502432
4147,450,15,24,24,8,10.185,3.8,25.74614589
4148,450,15,24,24,8,13.175,5.8,25.78675341
4149,450,15,24,24,8,15.885,3.8,25.63972795
4150,450,15,24,24,8,15.885,5.8,25.64497343
4151,451,15,1,23,8,4.415,3.8,24.55289465
4152,451,15,1,23,8,4.415,5.8,24.56344737
4153,451,15,1,23,8,7.185,3.8,24.50230278
4154,451,15,1,23,8,7.185,5.8,24.55125953
4155,451,15,1,23,8,10.185,3.8,24.58217831
4156,451,15,1,23,8,13.175,5.8,24.60641884
4157,451,15,1,23,8,15.885,3.8,24.54767354
4158,451,15,1,23,8,15.885,5.8,24.53869292
4159,452,21,5,25,8,4.415,3.8,26.24026023
4160,452,21,5,25,8,4.415,5.8,26.28937343
4161,452,21,5,25,8,7.185,3.8,26.20343791
4162,452,21,5,25,8,7.185,5.8,26.22984144
4163,452,21,5,25,8,10.185,3.8,26.27932031
4164,452,21,5,25,8,13.175,5.8,26.19009538
4165,452,21,5,25,8,15.885,3.8,26.18699466
4166,452,21,5,25,8,15.885,5.8,26.24579592
4167,453,20,24,25,8,4.415,3.8,26.53669453
4168,453,20,24,25,8,4.415,5.8,26.51285252
4169,453,20,24,25,8,7.185,3.8,26.61562507
4170,453,20,24,25,8,7.185,5.8,26.616055
4171,453,20,24,25,8,10.185,3.8,26.61504411
4172,453,20,24,25,8,13.175,5.8,26.65543438
4173,453,20,24,25,8,15.885,3.8,26.51244249
4174,453,20,24,25,8,15.885,5.8,26.51578801
4175,454,20,18,20,8,4.415,3.8,22.10272269
4176,454,20,18,20,8,4.415,5.8,22.08221746
4177,454,20,18,20,8,7.185,3.8,22.20954995
4178,454,20,18,20,8,7.185,5.8,22.20091412
4179,454,20,18,20,8,10.185,3.8,22.20229469
4180,454,20,18,20,8,13.175,5.8,22.2442618
4181,454,20,18,20,8,15.885,3.8,22.07120809
4182,454,20,18,20,8,15.885,5.8,22.07070977
4183,455,19,4,27,8,4.415,3.8,28.0060906
4184,455,19,4,27,8,4.415,5.8,28.03797412
4185,455,19,4,27,8,7.185,3.8,27.93320198
4186,455,19,4,27,8,7.185,5.8,27.95753141
4187,455,19,4,27,8,10.185,3.8,27.99669132
4188,455,19,4,27,8,13.175,5.8,27.97747873
4189,455,19,4,27,8,15.885,3.8,27.96284872
4190,455,19,4,27,8,15.885,5.8,28.06407638
4191,456,11,5,25,8,4.415,3.8,26.39929795
4192,456,11,5,25,8,4.415,5.8,26.36757392
4193,456,11,5,25,8,7.185,3.8,26.38597193
4194,456,11,5,25,8,7.185,5.8,26.36138687
4195,456,11,5,25,8,10.185,3.8,26.38862394
4196,456,11,5,25,8,13.175,5.8,26.40908799
4197,456,11,5,25,8,15.885,3.8,26.37268197
4198,456,11,5,25,8,15.885,5.8,26.38327471
4199,457,18,30,23,8,4.415,3.8,24.84268503
4200,457,18,30,23,8,4.415,5.8,24.81839425
4201,457,18,30,23,8,7.185,3.8,24.94986705
4202,457,18,30,23,8,7.185,5.8,24.94137367
4203,457,18,30,23,8,10.185,3.8,24.94829168
4204,457,18,30,23,8,13.175,5.8,24.97998196
4205,457,18,30,23,8,15.885,3.8,24.81268434
4206,457,18,30,23,8,15.885,5.8,24.82681703
4207,458,18,10,21,8,4.415,3.8,22.87906252
4208,458,18,10,21,8,4.415,5.8,22.86125095
4209,458,18,10,21,8,7.185,3.8,22.90082237
4210,458,18,10,21,8,7.185,5.8,22.90015245
4211,458,18,10,21,8,10.185,3.8,22.94547325
4212,458,18,10,21,8,13.175,5.8,22.92533944
4213,458,18,10,21,8,15.885,3.8,22.83642322
4214,458,18,10,21,8,15.885,5.8,22.84680448
4215,459,17,14,21,8,4.415,3.8,22.94266939
4216,459,17,14,21,8,4.415,5.8,22.91683669
4217,459,17,14,21,8,7.185,3.8,23.00452629
